participant_id	task	timepoint	source_session	source_block	source_file	destination	n_rows	sha256	selection_rule
sub-156	ultimatum	pre	1	1	stimuli/psychopy/logs/156/sub156_Bargaining-Ratings-1.csv	sub-156/beh/sub-156_task-ultimatum_acq-pre_beh.tsv	6	321e43d15c57e82dfb0fa1c84a96ddc58f4ec4eaf5b9aec8eb5f7b618eb7c53f	final_complete_attempt
sub-157	sharedreward	post	2	1	stimuli/psychopy/logs/157/sub157_SR-Ratings-2.csv	sub-157/beh/sub-157_task-sharedreward_acq-post_beh.tsv	6	82126bce81416d6db212b8ae11c7992f6ab02c07fbdae7f4c97aa5aae639090c	final_complete_attempt
sub-157	trust	post	2	1	stimuli/psychopy/logs/157/sub157_Investment-Ratings-2.csv	sub-157/beh/sub-157_task-trust_acq-post_beh.tsv	9	53bb21967d330d70e38f677433d799d937c5eafae295f5a2b62b0d80f47db809	final_complete_attempt
sub-157	trust	pre	1	1	stimuli/psychopy/logs/157/sub157_Investment-Ratings-1.csv	sub-157/beh/sub-157_task-trust_acq-pre_beh.tsv	9	31805e8d6c5314ee98c86631668fe30f564ecc422338848afdfee612d619a854	final_complete_attempt
sub-157	ultimatum	post	2	1	stimuli/psychopy/logs/157/sub157_Bargaining-Ratings-2.csv	sub-157/beh/sub-157_task-ultimatum_acq-post_beh.tsv	12	090eefcc5c0e78a4fcf9dacf3a89ea3ce00357d6986848b8fc8d08f140beef32	final_complete_attempt
sub-157	ultimatum	pre	1	1	stimuli/psychopy/logs/157/sub157_Bargaining-Ratings-1.csv	sub-157/beh/sub-157_task-ultimatum_acq-pre_beh.tsv	6	321e43d15c57e82dfb0fa1c84a96ddc58f4ec4eaf5b9aec8eb5f7b618eb7c53f	final_complete_attempt
sub-158	sharedreward	post	2	1	stimuli/psychopy/logs/158/sub158_SR-Ratings-2.csv	sub-158/beh/sub-158_task-sharedreward_acq-post_beh.tsv	6	445cc5af07f9dbc54daa118e6edb799cf1011091aece99f85d7645a8cfb7a84a	final_complete_attempt
sub-158	trust	post	2	1	stimuli/psychopy/logs/158/sub158_Investment-Ratings-2.csv	sub-158/beh/sub-158_task-trust_acq-post_beh.tsv	9	a27217c89e0138b8cbbd187702e752e34887ef2370c915b15aaf98bd3d02e229	final_complete_attempt
sub-158	trust	pre	1	1	stimuli/psychopy/logs/158/sub158_Investment-Ratings-1.csv	sub-158/beh/sub-158_task-trust_acq-pre_beh.tsv	9	ae6d306db1aa23a90a4b34f29f496999144d9df7fb0e52065bafd3d3dd1657ff	final_complete_attempt
sub-158	ultimatum	post	2	1	stimuli/psychopy/logs/158/sub158_Bargaining-Ratings-2.csv	sub-158/beh/sub-158_task-ultimatum_acq-post_beh.tsv	12	e4c3f8a6d0d5fb31d6ee2b153ada3ef61e583b1111a4bc01a1d5b6fa54e154b4	final_complete_attempt
sub-158	ultimatum	pre	1	1	stimuli/psychopy/logs/158/sub158_Bargaining-Ratings-1.csv	sub-158/beh/sub-158_task-ultimatum_acq-pre_beh.tsv	6	321e43d15c57e82dfb0fa1c84a96ddc58f4ec4eaf5b9aec8eb5f7b618eb7c53f	final_complete_attempt
sub-159	sharedreward	post	2	1	stimuli/psychopy/logs/159/sub159_SR-Ratings-2.csv	sub-159/beh/sub-159_task-sharedreward_acq-post_beh.tsv	6	a8dc6c3914f9636f92c8028525ec7fd0c54e3e09c6185e1031e3d18735a4bcfc	final_complete_attempt
sub-159	trust	post	2	1	stimuli/psychopy/logs/159/sub159_Investment-Ratings-2.csv	sub-159/beh/sub-159_task-trust_acq-post_beh.tsv	9	74b46cfa61d477f7b99ea817e8f98cbf4b5d12645012a91955ad022c609323f3	final_complete_attempt
sub-159	trust	pre	1	1	stimuli/psychopy/logs/159/sub159_Investment-Ratings-1.csv	sub-159/beh/sub-159_task-trust_acq-pre_beh.tsv	9	c81b7bb871f055acab7ede110a0e75fb4c1ad1e768838382bc1612cd13a8b64f	final_complete_attempt
sub-159	ultimatum	post	2	1	stimuli/psychopy/logs/159/sub159_Bargaining-Ratings-2.csv	sub-159/beh/sub-159_task-ultimatum_acq-post_beh.tsv	12	35dd0f1b4346db4885b25c3051c0f1113a62d40f114fb132f00b8c63578eb1b7	final_complete_attempt
sub-159	ultimatum	pre	1	1	stimuli/psychopy/logs/159/sub159_Bargaining-Ratings-1.csv	sub-159/beh/sub-159_task-ultimatum_acq-pre_beh.tsv	6	861437774579f3e51bfa2ee804e116c1da350135a4dee716f67f33099b1c70e7	final_complete_attempt
