participant_id	included_in_participants	source_file	source_family	source_session	task	timepoint	file_sha256	file_bytes	n_blocks	block_row_counts	exact_content_group_size	exact_content_matches	status	problems
sub-107	true	stimuli/psychopy/logs/107/sub107_Investment-Ratings-2.csv	Investment	2	trust	post	9c7dc699876eb05697448d70b3eff4103d11b91e6c8f64de1652748628123880	206	1	9	1	n/a	complete	n/a
sub-107	true	stimuli/psychopy/logs/107/sub107_SR-Ratings-2.csv	SR	2	sharedreward	post	0e3bccd373ff125f8444872dbcaa34daf6adf0dad2d4beed006f771db14c4b06	152	1	6	1	n/a	complete	n/a
sub-108	true	stimuli/psychopy/logs/108/sub108_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	e2337f5a110a94199414598b7624dea4877eb744ecfcfe6a61a38c0d5b737510	151	1	6	1	n/a	complete	n/a
sub-108	true	stimuli/psychopy/logs/108/sub108_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	b2415a01e0d48f1adef44eeae28383ebaecb688bf3aef43971b7ae29f0c55f79	264	1	12	1	n/a	complete	n/a
sub-108	true	stimuli/psychopy/logs/108/sub108_Investment-Ratings-1.csv	Investment	1	trust	pre	757b4d51c2e63c5992a67775fba31e28255b54f731893ff8bf4342af7daa9774	207	1	9	2	stimuli/psychopy/logs/107/sub107_Investment-Ratings-1.csv	complete	n/a
sub-108	true	stimuli/psychopy/logs/108/sub108_Investment-Ratings-2.csv	Investment	2	trust	post	80e95cc37902bdbab4fafa25cbee4a251a37fdd4e6b20ed1bf9d78e5ab2b1092	208	1	9	1	n/a	complete	n/a
sub-108	true	stimuli/psychopy/logs/108/sub108_SR-Ratings-2.csv	SR	2	sharedreward	post	34aa08c96fc26b1f3637564ed0c840083b4aa3f312fdd19e39a3622ca6c6fc0c	153	1	6	1	n/a	complete	n/a
sub-111	true	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	fbfa1bcf57e7f3364495ee79d0cdeafbf0b9d3be556dfc84ad76a0131f852405	153	1	6	1	n/a	complete	n/a
sub-111	true	stimuli/psychopy/logs/111/sub111_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	8598a2bee410a84eff9b8d3927726cd4eb0911aff857eb6b44363e4c462a4ffe	264	1	12	1	n/a	complete	n/a
sub-111	true	stimuli/psychopy/logs/111/sub111_Investment-Ratings-1.csv	Investment	1	trust	pre	6e1e8ef0be1c4a8a566d3ae42d7c5743c0812c1aad20e8becb80883d5d818096	207	1	9	1	n/a	complete	n/a
sub-111	true	stimuli/psychopy/logs/111/sub111_Investment-Ratings-2.csv	Investment	2	trust	post	7706a103f9a91355da1855cd16c5a041ba676355a5c1dcaf29c8bed97029c405	210	1	9	1	n/a	complete	n/a
sub-111	true	stimuli/psychopy/logs/111/sub111_SR-Ratings-2.csv	SR	2	sharedreward	post	a79d5b944e28265509248660b10b50f7a8ddd247a218b2cf03d9a1dc056088b8	158	1	6	1	n/a	complete	n/a
sub-112	true	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	d8c48820431b2e0ced70028ec8d5b4917a26347385b7b3ae2fb4950945f0640a	151	1	6	1	n/a	complete	n/a
sub-112	true	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	8c814031f922716685bb9f25f718e8852e490393abb0d74eb955de4cc654402d	264	1	12	1	n/a	complete	n/a
sub-112	true	stimuli/psychopy/logs/112/sub112_Investment-Ratings-1.csv	Investment	1	trust	pre	6f25e89b542440760709c849982165e0d24c83755172986c587c944f25d646a8	208	1	9	1	n/a	complete	n/a
sub-112	true	stimuli/psychopy/logs/112/sub112_Investment-Ratings-2.csv	Investment	2	trust	post	c0f35624ae57e4387c96292e7651c5ee6a240e6e76a554b6d1b7c7c8877728de	206	1	9	1	n/a	complete	n/a
sub-112	true	stimuli/psychopy/logs/112/sub112_SR-Ratings-2.csv	SR	2	sharedreward	post	38531fbe3b59e9895f17f9669083e5817b4f699bc88651bead550b8158931d4f	154	1	6	1	n/a	complete	n/a
sub-113	true	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	518beecc9d079554571ef77b42b0db8558f4bc59aa8e631533b490318497ac0a	151	1	6	20	stimuli/psychopy/logs/117/sub117_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/122/sub122_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/145/sub145_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/147/sub147_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/151/sub151_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/156/sub156_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/157/sub157_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/158/sub158_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/209/sub209_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/212/sub212_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/228/sub228_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/230/sub230_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/232/sub232_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/237/sub237_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/241/sub241_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/243/sub243_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/245/sub245_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/246/sub246_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/257/sub257_Bargaining-Ratings-1.csv	complete	n/a
sub-113	true	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	d3bd1d2355a730f5c74e6a9fa9a41683010b15bdb0da92da95b359c3d451be3b	264	1	12	1	n/a	complete	n/a
sub-113	true	stimuli/psychopy/logs/113/sub113_Investment-Ratings-1.csv	Investment	1	trust	pre	6a2c431818a765a4d7eb3b7d6a2fae4f2345f38877aad2e8f633f92f0559230a	208	1	9	2	stimuli/psychopy/logs/221/sub221_Investment-Ratings-1.csv	complete	n/a
sub-113	true	stimuli/psychopy/logs/113/sub113_Investment-Ratings-2.csv	Investment	2	trust	post	9b9c5db56f9988497fd71e747845629bf495744918e46d1872f783d83e627f90	207	1	9	1	n/a	complete	n/a
sub-113	true	stimuli/psychopy/logs/113/sub113_SR-Ratings-2.csv	SR	2	sharedreward	post	961f5e234f53f4451b1026b4ce2031748ac95dc0d4586820369d44de8d32d6e6	154	1	6	1	n/a	complete	n/a
sub-114	false	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	bb8a3ba5bdd730ffc647e3ff53e7189f177094d6b637ef4348f6dd7b2bd2226e	151	1	6	1	n/a	complete	n/a
sub-114	false	stimuli/psychopy/logs/114/sub114_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	fde20b3239cee07b5e1a5afc8b675ef9218cc183f79e0a3134b108b477fd2cc1	264	1	12	1	n/a	complete	n/a
sub-114	false	stimuli/psychopy/logs/114/sub114_Investment-Ratings-1.csv	Investment	1	trust	pre	5d95cfc9ea4bcc3bd43ace2df7a6e95dba658a114dd045b8311317ae76c28318	206	1	9	1	n/a	complete	n/a
sub-114	false	stimuli/psychopy/logs/114/sub114_Investment-Ratings-2.csv	Investment	2	trust	post	0ff4b5e8348ee8ec7c4e05c0d23684361ec73f2a68c6306726d45a11091f7390	207	1	9	1	n/a	complete	n/a
sub-114	false	stimuli/psychopy/logs/114/sub114_SR-Ratings-2.csv	SR	2	sharedreward	post	0cb91b5e9ad67ac48412d7672ded7e5e4e5db08390124f7a42c729050ceabd68	151	1	6	1	n/a	complete	n/a
sub-115	true	stimuli/psychopy/logs/115/sub115_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	3858a17930c8acab0b169175d94aff1065bee5d37e855b09b7b7d4de053a1968	157	1	6	2	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-1.csv	complete	n/a
sub-115	true	stimuli/psychopy/logs/115/sub115_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	0f12b4d7ae1872844cbd903f64300a89ed81bf8252edafcc908be4a9e6f83bb2	264	1	12	1	n/a	complete	n/a
sub-115	true	stimuli/psychopy/logs/115/sub115_Investment-Ratings-1.csv	Investment	1	trust	pre	8345a8889c8f9f0f6bcf9b1d922950b5bf93a4c1b8fbcf7818676cd0e2e8e32f	208	1	9	1	n/a	complete	n/a
sub-115	true	stimuli/psychopy/logs/115/sub115_Investment-Ratings-2.csv	Investment	2	trust	post	0109a952d03ed15df374c1bd19265d5c076f98167b0e40c596820aae032642b9	207	1	9	1	n/a	complete	n/a
sub-115	true	stimuli/psychopy/logs/115/sub115_SR-Ratings-2.csv	SR	2	sharedreward	post	67ecae3ffe2d08a71571fba0768a54bdc92dbe32ba963e5206a4d1411f4ff2fd	153	1	6	1	n/a	complete	n/a
sub-116	true	stimuli/psychopy/logs/116/sub116_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	6023b6669a8c458e83bf1afcbef8436c4ba3ccb2249fad53cf7a999f6d6067ac	151	1	6	1	n/a	complete	n/a
sub-116	true	stimuli/psychopy/logs/116/sub116_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	b64e8d01de58c1c83696e6467887815c2a8add37c9f5c54ba66bd13271f15f0d	264	1	12	1	n/a	complete	n/a
sub-116	true	stimuli/psychopy/logs/116/sub116_Investment-Ratings-1.csv	Investment	1	trust	pre	47292c86aeb79ae024b5f2f5f239cfef54c3aa0570cd6d1c82c0ff85dbb85a71	205	1	9	1	n/a	complete	n/a
sub-116	true	stimuli/psychopy/logs/116/sub116_Investment-Ratings-2.csv	Investment	2	trust	post	ad882f87279374685d55f7099083193bad7d032e10df1a4c6a94149b553d2c71	206	1	9	1	n/a	complete	n/a
sub-116	true	stimuli/psychopy/logs/116/sub116_SR-Ratings-2.csv	SR	2	sharedreward	post	0a5b2b596ad016909ef137f3b29a1b4035eaeaa9d318858a0f795afe81c74129	153	1	6	1	n/a	complete	n/a
sub-117	true	stimuli/psychopy/logs/117/sub117_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	518beecc9d079554571ef77b42b0db8558f4bc59aa8e631533b490318497ac0a	151	1	6	20	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/122/sub122_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/145/sub145_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/147/sub147_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/151/sub151_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/156/sub156_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/157/sub157_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/158/sub158_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/209/sub209_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/212/sub212_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/228/sub228_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/230/sub230_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/232/sub232_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/237/sub237_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/241/sub241_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/243/sub243_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/245/sub245_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/246/sub246_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/257/sub257_Bargaining-Ratings-1.csv	complete	n/a
sub-117	true	stimuli/psychopy/logs/117/sub117_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	ccefe7e5c95c5582ec8b6391a963714a0f1bad63eac1419441e8fc6dfe632165	264	1	12	1	n/a	complete	n/a
sub-117	true	stimuli/psychopy/logs/117/sub117_Investment-Ratings-1.csv	Investment	1	trust	pre	01605ca586c9d6b6540ea7c48f208ea24eabc2abbc83e52a67698552e7f3cbcb	205	1	9	1	n/a	complete	n/a
sub-117	true	stimuli/psychopy/logs/117/sub117_Investment-Ratings-2.csv	Investment	2	trust	post	24e692a0bb4dc9fbbc95c3c9fa6fe05e760f68969429679f18d1c0e1aef5dceb	205	1	9	1	n/a	complete	n/a
sub-117	true	stimuli/psychopy/logs/117/sub117_SR-Ratings-2.csv	SR	2	sharedreward	post	b32867a2eab67cc8063b39ceb5f1f23c133fdd40677ee4d135e3cacdbff1d404	154	1	6	1	n/a	complete	n/a
sub-118	true	stimuli/psychopy/logs/118/sub118_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	e60333d319ff7120a3bfae7b818b88670ba8d0c7ae45453544f495786ec0b5f8	151	1	6	1	n/a	complete	n/a
sub-118	true	stimuli/psychopy/logs/118/sub118_Investment-Ratings-1.csv	Investment	1	trust	pre	8023b2e62ad1f9b3d3b0917ce5a7d3f00690967c2265c71a257da032dbb03d17	205	1	9	1	n/a	complete	n/a
sub-118	true	stimuli/psychopy/logs/118/sub118_Investment-Ratings-2.csv	Investment	2	trust	post	8a4080e8dfd67910af06b34ec005db29725023ee060edbe317d83bba696a861f	205	1	9	1	n/a	complete	n/a
sub-118	true	stimuli/psychopy/logs/118/sub118_SR-Ratings-2.csv	SR	2	sharedreward	post	996c802d255b0969b4d8e27bf7aed338c87b6a3dea585a7931a77de8cb7fdfe5	154	1	6	1	n/a	complete	n/a
sub-120	true	stimuli/psychopy/logs/120/sub120_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	c6a0ed6e3eb697a52c4e86f4c61d68151eef01036e5b337d1fdbe1dd8941bf3a	151	1	6	1	n/a	complete	n/a
sub-120	true	stimuli/psychopy/logs/120/sub120_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	1477d6b319df74e24f12073768409b097f2c506d536668d4199670dba2c0881a	264	1	12	1	n/a	complete	n/a
sub-120	true	stimuli/psychopy/logs/120/sub120_Investment-Ratings-1.csv	Investment	1	trust	pre	927eb81869fe29e398cbe7b6bd68ab06453f8308d38b3a0a1e69acf4c4cbefde	206	1	9	1	n/a	complete	n/a
sub-120	true	stimuli/psychopy/logs/120/sub120_Investment-Ratings-2.csv	Investment	2	trust	post	73d740f651ec8165d27a409f9ac8d93329a502738584b879a0ecf4f2765d080a	205	1	9	1	n/a	complete	n/a
sub-120	true	stimuli/psychopy/logs/120/sub120_SR-Ratings-2.csv	SR	2	sharedreward	post	b7a4c24ef094d27f4c65760e9409f33c185c8dd6eaed53c8203e49e996980e87	154	1	6	1	n/a	complete	n/a
sub-121	true	stimuli/psychopy/logs/121/sub121_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	b1f3564e57d76e7be368fcc79ec9b21e60616940f89c8bcaaca33a912b6414e8	151	1	6	1	n/a	complete	n/a
sub-121	true	stimuli/psychopy/logs/121/sub121_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	c4012f23263110fdb09ac5d4cb1dd386a94c877b485e359f2a048eb3882a7cb8	264	1	12	1	n/a	complete	n/a
sub-121	true	stimuli/psychopy/logs/121/sub121_Investment-Ratings-1.csv	Investment	1	trust	pre	d9fc47c62e720bdbd0d4bf1af195cfbfe7d2d851c50130b004ca937ba6cc996e	205	1	9	1	n/a	complete	n/a
sub-121	true	stimuli/psychopy/logs/121/sub121_Investment-Ratings-2.csv	Investment	2	trust	post	d64c76e29e63c26d2ea0bcf0c353a39e63942f28a005e95c06e33a28ddea8014	205	1	9	1	n/a	complete	n/a
sub-121	true	stimuli/psychopy/logs/121/sub121_SR-Ratings-2.csv	SR	2	sharedreward	post	02cd42d3b701e65f1ccfb2428a6e95d7a4cd57acb244d7fed0960e7e62fe2ed3	154	1	6	1	n/a	complete	n/a
sub-122	true	stimuli/psychopy/logs/122/sub122_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	518beecc9d079554571ef77b42b0db8558f4bc59aa8e631533b490318497ac0a	151	1	6	20	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/117/sub117_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/145/sub145_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/147/sub147_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/151/sub151_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/156/sub156_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/157/sub157_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/158/sub158_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/209/sub209_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/212/sub212_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/228/sub228_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/230/sub230_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/232/sub232_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/237/sub237_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/241/sub241_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/243/sub243_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/245/sub245_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/246/sub246_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/257/sub257_Bargaining-Ratings-1.csv	complete	n/a
sub-122	true	stimuli/psychopy/logs/122/sub122_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	1dc149bb5c57c8c4d804bc00d21fa57c58c125588e5c8eb8a2aa149f556c4395	264	1	12	1	n/a	complete	n/a
sub-122	true	stimuli/psychopy/logs/122/sub122_Investment-Ratings-1.csv	Investment	1	trust	pre	f567e0801799b5cd15fb578c8dd1475ebbe3aa77c5b88c89fa71af4f5a8abaef	206	1	9	1	n/a	complete	n/a
sub-122	true	stimuli/psychopy/logs/122/sub122_Investment-Ratings-2.csv	Investment	2	trust	post	770c60718bf06c29da42049567fb38658aa9179784dd04e5be57666d86c712f4	205	1	9	1	n/a	complete	n/a
sub-122	true	stimuli/psychopy/logs/122/sub122_SR-Ratings-2.csv	SR	2	sharedreward	post	75fb1452d75cb9d5448c2152393ebaac431699cd5f5d2d5a9edd3e007cead774	154	1	6	1	n/a	complete	n/a
sub-124	true	stimuli/psychopy/logs/124/sub124_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	8476a9ec386cf051c4eb2cb0a7f383f113f318833e7a791681553f31e1ddf3d8	151	1	6	1	n/a	complete	n/a
sub-124	true	stimuli/psychopy/logs/124/sub124_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	f8d198f04fecd33f4beec2768faf34ce6a61311b63b5d5ea678f1a7366804880	264	1	12	1	n/a	complete	n/a
sub-124	true	stimuli/psychopy/logs/124/sub124_Investment-Ratings-1.csv	Investment	1	trust	pre	e81e47e27ab19ef6fc141ffb31fe3c32c10067264356e5ddf4f7df2a885b5409	209	1	9	1	n/a	complete	n/a
sub-124	true	stimuli/psychopy/logs/124/sub124_Investment-Ratings-2.csv	Investment	2	trust	post	6a42e0ec415d050cf680d6098cb6895db927c0ee553e411f2f4da57c03e13701	413	2	9;9	1	n/a	review	multiple_acquisition_blocks:2
sub-124	true	stimuli/psychopy/logs/124/sub124_SR-Ratings-2.csv	SR	2	sharedreward	post	15849420bc619b9637703c27a6a45aba22bae8dcf6980371ec1e4c8825d1d27a	153	1	6	1	n/a	complete	n/a
sub-125	true	stimuli/psychopy/logs/125/sub125_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	eb6320a6aa4623353bb3f300685cf0bf74b92d73b838679fcc2ac8f789bcfabc	151	1	6	1	n/a	complete	n/a
sub-125	true	stimuli/psychopy/logs/125/sub125_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	a0426420a25b12cc343f6ccf957abefd1fc6e7ba72a8dbe4da58958280759a9c	264	1	12	1	n/a	complete	n/a
sub-125	true	stimuli/psychopy/logs/125/sub125_Investment-Ratings-1.csv	Investment	1	trust	pre	c910ff9fb076c0520a5ea105bb488fb52d61676bf19e047b02165e2d30f98a2e	207	1	9	1	n/a	complete	n/a
sub-125	true	stimuli/psychopy/logs/125/sub125_Investment-Ratings-2.csv	Investment	2	trust	post	032fd5ee5a44bfda8fd69f6a1569cfa5821f2cac93b26bc9548ca10573c25049	206	1	9	1	n/a	complete	n/a
sub-125	true	stimuli/psychopy/logs/125/sub125_SR-Ratings-2.csv	SR	2	sharedreward	post	b603365647fc644515866e1718af132a398f7b3ff957bd9ea243673094bd3ff6	151	1	6	1	n/a	complete	n/a
sub-126	true	stimuli/psychopy/logs/126/sub126_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	2231c910c4228bc732c87fb14f71e6306950a5115535579bcd513f717791d0fa	151	1	6	1	n/a	complete	n/a
sub-126	true	stimuli/psychopy/logs/126/sub126_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	2a04921a2ec063d09ea9e2a8aa8ff0b8b978d8770eea9d54c00da1ea6a97eed7	264	1	12	1	n/a	complete	n/a
sub-126	true	stimuli/psychopy/logs/126/sub126_Investment-Ratings-1.csv	Investment	1	trust	pre	1ce78ca7596ab6870a0c11191518a36d73abcc034d07ddaf9a012a72c5253a48	206	1	9	1	n/a	complete	n/a
sub-126	true	stimuli/psychopy/logs/126/sub126_Investment-Ratings-2.csv	Investment	2	trust	post	1aecede86e676b681dc6a240243290aa51dcd03db89d574a350eceb966eb24aa	205	1	9	1	n/a	complete	n/a
sub-126	true	stimuli/psychopy/logs/126/sub126_SR-Ratings-2.csv	SR	2	sharedreward	post	c93c9f64803f88b4fa902c481d4934f3f2c016acdd5432a883d17e3bf4cfbec4	151	1	6	1	n/a	complete	n/a
sub-127	true	stimuli/psychopy/logs/127/sub127_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	6aeb494d69992d094b039c456c12417909fc95b166b5e33b74553c3e673145de	151	1	6	1	n/a	complete	n/a
sub-127	true	stimuli/psychopy/logs/127/sub127_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	5a8e5914f4e3aeca9577fe0b77b2de827305fd4614813f01d1f6009de91bd68c	264	1	12	1	n/a	complete	n/a
sub-127	true	stimuli/psychopy/logs/127/sub127_Investment-Ratings-1.csv	Investment	1	trust	pre	df21dde086220b30cca251da6dc605acc0696930cbcd158f4f799a33a34e8c7f	208	1	9	1	n/a	complete	n/a
sub-127	true	stimuli/psychopy/logs/127/sub127_Investment-Ratings-2.csv	Investment	2	trust	post	d5634dbe03a009ac427fc8a58b705ea6a647aa9aa803f80828595122658e8a8d	208	1	9	2	stimuli/psychopy/logs/135/sub135_Investment-Ratings-2.csv	complete	n/a
sub-127	true	stimuli/psychopy/logs/127/sub127_SR-Ratings-2.csv	SR	2	sharedreward	post	fb92c707ddf4d9eb5a721785e744c1089e74a9afc0990fa33e4705f3044b44c0	151	1	6	1	n/a	complete	n/a
sub-128	true	stimuli/psychopy/logs/128/sub128_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	a6a311072b077ebb52bb75a6f18bc8f574cd6a864f5e0493e5a924e873f65098	151	1	6	1	n/a	complete	n/a
sub-128	true	stimuli/psychopy/logs/128/sub128_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	6818f4ac2e8b461ab1ac39112ac448125f07432ce11f00c32655406a07f41e8b	264	1	12	1	n/a	complete	n/a
sub-128	true	stimuli/psychopy/logs/128/sub128_Investment-Ratings-1.csv	Investment	1	trust	pre	c4b038616f07dddaa0faf1c90099fdae6a16fa2733b222466a63e797e8531454	209	1	9	1	n/a	complete	n/a
sub-128	true	stimuli/psychopy/logs/128/sub128_Investment-Ratings-2.csv	Investment	2	trust	post	d9d50ea3af640136b29ee061a219b45e79257f33c2c8f5eed6d3235591c56600	210	1	9	1	n/a	complete	n/a
